Dátum,Év,Város,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,geometry,Baleset típus főcsoport,street
2016-08-12,2016,Budapest VIII. kerület,súlyos sérüléses,"A menetirány szerint JOBB oldalon álló, várakozó jármű, egyéb akadály előtt (mögött) áthaladó gyalogos elütése",gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4929972222222,19.0782333333333,0,1,0,2,POINT (652319.909523476 238784.7333774981),gyalogos,[' Kis Fuvaros utca']
2016-08-12,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4946722222222,19.0774666666667,0,0,1,2,POINT (652262.0723289788 238970.9302849691),jármű-jármű,II. János Pál pápa tér M  Népszínház utca
2016-08-12,2016,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,tiltott helyen való áthaladás,47.4996666666667,19.0883305555556,0,0,1,2,POINT (653080.3584705732 239526.54883125005),gyalogos,['Kerepesi út']
2016-08-14,2016,Budapest VIII. kerület,súlyos sérüléses,"Egyéb szembe haladó, kanyarodó járművek ütközése","irányváltoztatási, haladási, bekanyarodási hiba",nem a kijelölt forgalmi sávban való közlekedés,47.4800083333333,19.0865722222222,0,1,1,2,POINT (652948.9471061957 237340.96537936313),jármű-jármű,Barkácsbolt  kulcsmásolás  Üllői út
2016-08-15,2016,Budapest VIII. kerület,halálos,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4826361111111,19.0837722222222,1,0,1,2,POINT (652737.7837167042 237633.00939042127),gyalogos,I. sz. Belgyógyászati Klinika  2/a  Korányi Sándor utca
2016-08-15,2016,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4929777777778,19.0712194444444,0,0,1,3,POINT (651791.4133320124 238782.39482304725),gyalogos,Józsefváros
2016-08-16,2016,Budapest VIII. kerület,könnyű sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4882222222222,19.1005722222222,0,0,1,1,POINT (654003.4987368722 238254.75134594573),egy jármű,239-es épület  27  Kőbányai út
2016-08-17,2016,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.489475,19.0886694444444,0,0,1,2,POINT (653106.4717575643 238393.50062346034),gyalogos,[' Baross utca']
2016-08-18,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a jobbról érkező járműnek,47.49136666666669,19.108325,0,0,1,2,POINT (654587.4561648746 238604.75289828138),jármű-jármű,"['Sándor Károly szobor', ' Százados út']"
2016-08-18,2016,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4959722222222,19.0667194444444,0,0,1,2,POINT (651452.2607413864 239115.21454079798),gyalogos,"['Gyulai Pál utca - Rákóczi út', ' Gyulai Pál utca']"
2016-08-20,2016,Budapest VIII. kerület,súlyos sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.49953888888889,19.0829416666667,0,1,0,2,POINT (652674.36286374 239512.15057812067),jármű-jármű,Keleti pályaudvar  Kerepesi út
2016-08-24,2016,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4841416666667,19.0747694444444,0,0,1,2,POINT (652059.2352779923 237800.12296947368),gyalogos,[' Üllői út']
2016-08-24,2016,Budapest VIII. kerület,könnyű sérüléses,Utasbalesetek,egyéb,egyéb,47.48935833333329,19.0898944444444,0,0,1,1,POINT (653198.788544789 238380.57826924132),utasbaleset,"['Orczy tér', ' Baross utca']"
2016-08-26,2016,Budapest VIII. kerület,könnyű sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.4978944444444,19.0734888888889,0,0,1,1,POINT (651962.2419097099 239329.05874425636),egy jármű,[' Rákóczi út']
2016-08-28,2016,Budapest VIII. kerület,könnyű sérüléses,ütközés BALRÓL JOBBRA történő sávváltás közben,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,45.0371444444444,10.7874805555556,0,0,1,2,POINT (0.23896893626079 144.0263402867131),jármű-jármű,
2016-08-28,2016,Budapest VIII. kerület,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4954222222222,19.0647666666667,0,0,1,2,POINT (651305.1397791081 239054.03580491024),jármű-jármű,"['Uránia Ékszerház', ' 19', ' Rákóczi út']"
2016-08-30,2016,Budapest VIII. kerület,súlyos sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",nem a kijelölt forgalmi sávban való közlekedés,47.4927416666667,19.0710083333333,0,1,0,2,POINT (651775.5136283527 238756.1405311049),jármű-jármű,Rákóczi tér M  József körút
2016-09-01,2016,Budapest VIII. kerület,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti JOBB oldalon és szilárd tárgynak ütközés az útpályán kívül (fa, oszlop, támfal stb.)",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4995833333333,19.0957472222222,0,0,1,1,POINT (653639.1397835122 239517.59493011865),egy jármű,[' Kerepesi út']
2016-09-01,2016,Budapest VIII. kerület,súlyos sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4815,19.1031638888889,0,1,0,2,POINT (654199.3204481711 237507.54178427375),gyalogos,"['Vajda Péter utca', ' Könyves Kálmán körút']"
2016-09-01,2016,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4936,19.0822055555556,0,1,0,1,POINT (652619.1877911723 238851.86850782603),gyalogos,['Népszínház utca']
2016-09-07,2016,Budapest VIII. kerület,súlyos sérüléses,"Egyéb keresztirányból érkező, kanyarodó járműütközések",elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4890833333333,19.0924416666667,0,1,0,3,POINT (653390.7521696046 238350.10971482974),jármű-jármű,['Orczy tér']
2016-09-08,2016,Budapest VIII. kerület,könnyű sérüléses,ütközés JOBBRÓL elinduló járművel,elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4830694444444,19.093125,0,0,1,2,POINT (653442.6262396411 237681.54475748428),jármű-jármű,"['Iris virág', ' 9', ' Orczy út', ' Orczy Fórum Városközpont']"
2016-09-10,2016,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4819,19.0987472222222,0,0,1,2,POINT (653866.4237127368 237551.78865314476),jármű-jármű,[' Bláthy Ottó utca']
2016-09-13,2016,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4855583333333,19.0874694444444,0,0,1,2,POINT (653016.262377268 237958.01933431244),gyalogos,"[' Dugonics utca', ' Orczy Fórum Városközpont']"
2016-09-13,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4889694444444,19.0792305555556,0,0,3,2,POINT (652395.2258760988 238336.97353000924),jármű-jármű,['Szigony utca']
2016-09-15,2016,Budapest VIII. kerület,súlyos sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4896388888889,19.07285,0,1,0,2,POINT (651914.391084664 238411.23014654504),gyalogos,"['EMIH', ' 61', ' Baross utca']"
2016-09-15,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4982555555556,19.0754,0,0,1,2,POINT (652106.2171207303 239369.25306400371),jármű-jármű,"['1/A', ' Luther utca']"
2016-09-16,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4895638888889,19.0721027777778,0,0,1,2,POINT (651858.0867989565 238402.87479545042),jármű-jármű,[' Baross utca']
2016-09-16,2016,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4952861111111,19.0642472222222,0,0,1,2,POINT (651266.0044428267 239038.895634337),gyalogos,[' Rákóczi út']
2016-09-18,2016,Budapest VIII. kerület,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4790916666667,19.1012083333333,0,0,1,2,POINT (654052.1175992896 237239.69468994517),jármű-jármű,"['Allianz székház / K3 irodaház', ' 48-52', ' Könyves Kálmán körút']"
2016-09-19,2016,Budapest VIII. kerület,könnyű sérüléses,Szilárd tárgynak ütközés az útpályán,egyéb,egyéb,47.4892444444444,19.0792722222222,0,0,1,2,POINT (652398.3536930063 238367.5479150745),egy jármű,[' Baross utca']
2016-09-20,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4785055555556,19.0905,0,0,1,3,POINT (653245.0674852743 237174.04572438382),jármű-jármű,"['Üllői út', ' Szent László Kórház']"
2016-09-21,2016,Budapest VIII. kerület,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4945277777778,19.0855527777778,0,0,1,2,POINT (652871.3494457975 238955.1283511697),jármű-jármű,['Fiumei út']
2016-09-21,2016,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4928333333333,19.0699777777778,0,1,0,1,POINT (651697.858058317 238766.3098194566),gyalogos, Kölcsey utca
2016-09-23,2016,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4897972222222,19.0735638888889,0,0,1,2,POINT (651968.1804252607 238428.84982623823),jármű-jármű,"['62-64', ' Baross utca']"
2016-09-23,2016,Budapest VIII. kerület,könnyű sérüléses,Egyéb baleset azonos irányba egyenesen haladó járművek között,elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4891805555556,19.06705,0,0,1,2,POINT (651477.3451723678 238360.15537222437),jármű-jármű,[' Baross utca']
2016-09-24,2016,Budapest VIII. kerület,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4931166666667,19.06075,0,0,1,2,POINT (651002.5375408735 238797.66013516102),jármű-jármű,ELTE BTK A épület  4/A  Múzeum körút
2016-09-28,2016,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4905388888889,19.0708861111111,0,0,1,2,POINT (651766.3740332505 238511.24366989397),gyalogos,Józsefváros
2016-09-29,2016,Budapest VIII. kerület,könnyű sérüléses,Utasbalesetek,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.49511111111111,19.0631388888889,0,0,1,2,POINT (651182.4987102553 239019.42380717176),gyalogos,[' Rákóczi út']
2016-09-30,2016,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.48958333333331,19.0719694444444,0,1,0,1,POINT (651848.0388285094 238405.0335182817),gyalogos,"['Harminckettesek tere', ' Baross utca']"
2016-09-30,2016,Budapest VIII. kerület,súlyos sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti BAL oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4906833333333,19.0715444444444,0,1,0,1,POINT (651815.9770611619 238527.31667117393),egy jármű,"[' József utca', ' Józsefváros']"
2016-10-03,2016,Budapest VIII. kerület,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti BAL oldalon és szilárd tárgynak ütközés az útpályán kívül (fa, oszlop, támfal stb.)",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4962222222222,19.0708305555556,0,0,1,1,POINT (651762.0078301426 239143.08841648218),egy jármű,"['Pest Megyei Kormányhivatal Fogyasztóvédelmi Hatósági Osztály', ' 6', ' József körút']"
2016-10-04,2016,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4947611111111,19.0853166666667,0,0,1,2,POINT (652853.5467851001 238981.06085809972),gyalogos,Fiumei út
2016-10-07,2016,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4885166666667,19.0982666666667,0,0,1,2,POINT (653829.738586852 238287.3732081822),jármű-jármű,227-es épület  Kőbányai út
2016-10-11,2016,Budapest VIII. kerület,súlyos sérüléses,Utasbalesetek,gyalogosok hibája,tilos jelzésen való áthaladás,47.4927416666667,19.0710083333333,0,1,0,2,POINT (651775.5136283527 238756.1405311049),gyalogos,Rákóczi tér M  József körút
2016-10-17,2016,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4918833333333,19.0614083333333,0,0,1,2,POINT (651052.1653840482 238660.55197177068),gyalogos,Múzeum  12  Múzeum körút
2016-10-20,2016,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4891888888889,19.0800027777778,0,0,1,2,POINT (652453.4074662043 238361.3933976326),gyalogos,"['Szigony Gyógyszertár', ' 2', ' Szigony utca']"
2016-10-20,2016,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4907666666667,19.0824333333333,0,1,0,2,POINT (652636.4871067089 238536.87953090633),gyalogos,Oltalom Karitatív Egyesület Fűtött utca  15  Dankó utca
2016-10-20,2016,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4835861111111,19.0762972222222,0,0,1,1,POINT (652174.3945463422 237738.39882318248),gyalogos, Üllői út
2016-10-24,2016,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4871527777778,19.0701944444444,0,0,2,3,POINT (651714.3586191353 238134.77779131223),jármű-jármű,"['71-73', ' József körút']"
